type,name,amount,rate,duration,category,fixed_float,float_share,repricing_bucket,deposit_beta,stability,convexity
asset,Loan 6422,3805521.81,0.082,35,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6423,666906.03,0.0739,53,LOANS,float,0.34,1-3m,,,
asset,Loan 6424,836760.99,0.0753,45,LOANS,float,0.7,3-6m,,,
asset,Mortgage 6425,4168401.42,0.0586,354,LOANS,fixed,0.0,3-6m,,,
asset,Loan 6426,3214819.72,0.0699,60,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6427,2731528.58,0.0623,74,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6428,1284648.31,0.0628,57,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6429,2471991.03,0.0302,42,LOANS,float,0.8,3-5y,,,
asset,AFS Bond 6430,7705208.19,0.0551,24,AFS,float,0.91,3-5y,,,-0.1222
asset,Loan 6431,3643613.45,0.0875,61,LOANS,float,0.31,1-3m,,,
asset,Loan 6432,3508710.19,0.0735,16,LOANS,float,0.56,1-3m,,,
asset,Loan 6433,595305.48,0.0505,72,LOANS,fixed,0.0,5+y,,,
asset,Loan 6434,3290749.38,0.0468,41,LOANS,float,0.63,3-6m,,,
asset,Loan 6435,2847060.94,0.0566,40,LOANS,float,0.35,<1m,,,
asset,Loan 6436,1941320.6,0.048,55,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6437,3071512.42,0.043,22,LOANS,fixed,0.0,3-6m,,,
asset,Loan 6438,1220755.62,0.0623,41,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6439,2391677.25,0.0652,76,LOANS,float,0.84,3-5y,,,
asset,Mortgage 6440,3247832.96,0.0359,338,LOANS,float,0.55,5+y,,,
asset,Loan 6441,1424527.91,0.057,50,LOANS,float,0.5,5+y,,,
asset,Mortgage 6442,1517656.72,0.0414,155,LOANS,fixed,0.0,<1m,,,
asset,Loan 6443,2705637.07,0.0569,39,LOANS,fixed,0.0,1-3y,,,
asset,AFS Bond 6444,4609574.65,0.0364,80,AFS,float,0.66,1-3m,,,-0.3933
asset,Loan 6445,1524278.51,0.0855,6,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 6446,4621588.94,0.0478,71,AFS,fixed,0.0,1-3m,,,0.2007
asset,Loan 6447,2000940.03,0.0601,82,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6448,893309.11,0.0899,51,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 6449,1019559.25,0.0552,160,LOANS,float,0.74,3-5y,,,
asset,Loan 6450,1185055.82,0.0639,12,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6451,3488216.46,0.0649,27,LOANS,fixed,0.0,3-6m,,,
asset,Loan 6452,258744.25,0.0704,27,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6453,5622461.12,0.0268,352,LOANS,float,0.79,5+y,,,
asset,Mortgage 6454,3562545.68,0.0463,188,LOANS,float,0.75,1-3m,,,
asset,Loan 6455,3201523.02,0.0439,44,LOANS,fixed,0.0,<1m,,,
asset,Mortgage 6456,5278393.11,0.0434,66,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6457,2229783.35,0.0594,54,LOANS,float,0.23,1-3y,,,
asset,Loan 6458,1316007.81,0.0308,26,LOANS,float,0.78,3-5y,,,
asset,Loan 6459,1440946.26,0.0868,29,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 6460,3551127.84,0.0658,71,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 6461,4593112.17,0.0683,116,LOANS,float,0.6,<1m,,,
asset,AFS Bond 6462,1324850.71,0.0597,36,AFS,fixed,0.0,6-12m,,,0.0399
asset,Loan 6463,3700104.1,0.0732,66,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 6464,4068340.48,0.0601,114,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6465,2388070.96,0.0604,40,LOANS,fixed,0.0,5+y,,,
asset,Loan 6466,714174.41,0.0639,60,LOANS,float,0.58,3-5y,,,
asset,Loan 6467,1473799.46,0.0887,78,LOANS,fixed,0.0,3-5y,,,
asset,AFS Bond 6468,3048243.72,0.0429,16,AFS,float,0.86,5+y,,,0.1692
asset,Mortgage 6469,3196584.52,0.0635,299,LOANS,float,0.24,<1m,,,
asset,Mortgage 6470,1417307.31,0.0522,178,LOANS,fixed,0.0,3-6m,,,
asset,Loan 6471,1726128.56,0.0434,20,LOANS,float,0.64,3-5y,,,
asset,AFS Bond 6472,1846551.64,0.027,17,AFS,float,0.83,3-6m,,,0.236
asset,Loan 6473,3856704.5,0.0859,20,LOANS,float,0.49,3-5y,,,
asset,Mortgage 6474,4333542.62,0.0471,252,LOANS,fixed,0.0,<1m,,,
asset,Loan 6475,1354818.35,0.0815,20,LOANS,fixed,0.0,5+y,,,
asset,AFS Bond 6476,4414497.97,0.0375,82,AFS,float,0.73,3-5y,,,0.0451
asset,AFS Bond 6477,5179710.37,0.0476,80,AFS,float,0.53,3-6m,,,-0.2799
asset,Loan 6478,980097.83,0.0536,76,LOANS,float,0.5,<1m,,,
asset,Loan 6479,535132.13,0.0773,6,LOANS,float,0.22,3-5y,,,
asset,Loan 6480,2277906.88,0.0834,6,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6481,825581.79,0.0464,55,LOANS,float,0.36,3-6m,,,
asset,AFS Bond 6482,7739951.51,0.0406,71,AFS,float,0.36,1-3y,,,0.4271
asset,Mortgage 6483,3505464.41,0.0521,229,LOANS,float,0.55,5+y,,,
asset,Loan 6484,3965229.08,0.0659,36,LOANS,float,0.4,6-12m,,,
asset,Mortgage 6485,5514984.48,0.022,198,LOANS,fixed,0.0,3-6m,,,
asset,Mortgage 6486,2282830.41,0.0678,74,LOANS,fixed,0.0,3-6m,,,
asset,Mortgage 6487,1247034.23,0.0223,77,LOANS,fixed,0.0,<1m,,,
asset,Loan 6488,1438313.06,0.0668,83,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 6489,1941034.25,0.0686,103,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6490,3845928.93,0.0401,36,LOANS,float,0.4,3-5y,,,
asset,Loan 6491,1518542.76,0.0502,61,LOANS,fixed,0.0,3-6m,,,
asset,Loan 6492,638253.65,0.0525,13,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6493,2570618.95,0.0522,47,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6494,3387712.27,0.0624,69,LOANS,float,0.35,3-6m,,,
asset,Mortgage 6495,2769333.21,0.0379,156,LOANS,fixed,0.0,<1m,,,
asset,Loan 6496,3497308.39,0.0738,48,LOANS,float,0.71,3-6m,,,
asset,AFS Bond 6497,7734274.01,0.0265,19,AFS,float,0.97,5+y,,,
asset,Loan 6498,3964158.29,0.061,6,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6499,4986658.55,0.0571,182,LOANS,float,0.9,1-3m,,,
asset,Loan 6500,2473245.21,0.0324,8,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6501,3626207.4,0.0432,148,LOANS,float,0.29,3-6m,,,
asset,Loan 6502,2218126.01,0.0368,27,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6503,1790771.74,0.083,75,LOANS,fixed,0.0,<1m,,,
asset,Loan 6504,2110887.4,0.046,39,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6505,3176121.33,0.0778,13,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 6506,7570864.22,0.0512,58,AFS,float,0.73,3-6m,,,
asset,Loan 6507,897776.95,0.0454,62,LOANS,float,0.58,1-3y,,,
asset,Mortgage 6508,4993993.0,0.0244,353,LOANS,float,0.24,5+y,,,
asset,AFS Bond 6509,633783.89,0.053,81,AFS,float,0.32,<1m,,,-0.4252
asset,Loan 6510,3737218.78,0.048,53,LOANS,float,0.32,1-3m,,,
asset,AFS Bond 6511,3657528.99,0.0261,33,AFS,float,0.87,5+y,,,0.1611
asset,Mortgage 6512,5424200.31,0.0655,294,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6513,1728805.53,0.0514,38,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6514,253601.83,0.0806,47,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6515,3469153.33,0.0402,93,LOANS,float,0.75,<1m,,,
asset,Cash,765890.19,0.0,0,CASH,float,1.0,<1m,,,
asset,AFS Bond 6517,6467772.26,0.0347,61,AFS,fixed,0.0,1-3m,,,
asset,Loan 6518,2767309.32,0.0674,19,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6519,755816.21,0.0372,32,LOANS,float,0.49,5+y,,,
asset,AFS Bond 6520,5346034.77,0.0311,65,AFS,float,0.3,3-5y,,,
asset,Cash,516161.05,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6522,1475927.98,0.034,22,LOANS,fixed,0.0,5+y,,,
asset,Cash,336612.0,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6524,3217901.24,0.0863,6,LOANS,float,0.84,<1m,,,
asset,Mortgage 6525,5937627.2,0.0621,169,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 6526,5239097.17,0.0522,86,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6527,3686618.97,0.0434,57,LOANS,float,0.78,6-12m,,,
asset,Mortgage 6528,1085367.11,0.0427,117,LOANS,float,0.35,5+y,,,
asset,Loan 6529,1733710.08,0.0718,47,LOANS,fixed,0.0,5+y,,,
asset,Loan 6530,3813506.73,0.0863,19,LOANS,float,0.44,5+y,,,
asset,Loan 6531,2263120.49,0.086,36,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6532,772547.3,0.0507,72,LOANS,float,0.38,6-12m,,,
asset,AFS Bond 6533,3336550.38,0.0237,12,AFS,fixed,0.0,1-3m,,,
asset,Cash,486358.94,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6535,3932159.58,0.0728,65,LOANS,fixed,0.0,<1m,,,
asset,Loan 6536,792580.9,0.0896,39,LOANS,float,0.44,5+y,,,
asset,AFS Bond 6537,1157079.96,0.021,19,AFS,float,0.37,1-3y,,,
asset,Loan 6538,3858106.52,0.0715,15,LOANS,float,0.21,6-12m,,,
asset,Mortgage 6539,1361935.26,0.0651,235,LOANS,float,0.9,3-5y,,,
asset,Loan 6540,1999109.79,0.0562,54,LOANS,float,0.85,1-3m,,,
asset,Loan 6541,1761709.58,0.08,68,LOANS,fixed,0.0,<1m,,,
asset,Mortgage 6542,1216021.58,0.0353,305,LOANS,float,0.68,3-5y,,,
asset,Loan 6543,2601830.66,0.0881,28,LOANS,float,0.47,1-3m,,,
asset,Cash,213538.75,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6545,1311693.61,0.0407,63,LOANS,fixed,0.0,<1m,,,
asset,Loan 6546,1663218.23,0.0437,30,LOANS,fixed,0.0,3-5y,,,
asset,AFS Bond 6547,7670910.09,0.031,82,AFS,fixed,0.0,1-3y,,,-0.1248
asset,Mortgage 6548,4134409.96,0.028,93,LOANS,fixed,0.0,<1m,,,
asset,Loan 6549,3842573.26,0.0668,7,LOANS,float,0.73,5+y,,,
asset,AFS Bond 6550,5116428.78,0.0457,13,AFS,fixed,0.0,6-12m,,,0.2462
asset,AFS Bond 6551,3717228.61,0.0265,20,AFS,fixed,0.0,3-5y,,,0.4276
asset,AFS Bond 6552,4239975.02,0.0492,15,AFS,fixed,0.0,<1m,,,-0.1089
asset,Loan 6553,2527698.91,0.0369,12,LOANS,float,0.47,5+y,,,
asset,Loan 6554,2663538.92,0.0328,59,LOANS,float,0.78,1-3y,,,
asset,AFS Bond 6555,5825497.8,0.019,76,AFS,fixed,0.0,5+y,,,0.4542
asset,Mortgage 6556,2052798.01,0.0543,129,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 6557,6341419.65,0.0254,82,AFS,fixed,0.0,<1m,,,-0.4628
asset,Loan 6558,3199099.53,0.0409,75,LOANS,float,0.57,5+y,,,
asset,AFS Bond 6559,4187871.92,0.0599,66,AFS,float,0.55,5+y,,,0.2626
asset,Loan 6560,1385100.57,0.0643,76,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6561,1810077.47,0.0758,43,LOANS,fixed,0.0,3-6m,,,
asset,Mortgage 6562,2295848.06,0.0331,99,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6563,2135275.71,0.0707,21,LOANS,float,0.58,1-3y,,,
asset,Loan 6564,820745.86,0.0686,79,LOANS,float,0.68,5+y,,,
asset,Loan 6565,1925575.94,0.0783,73,LOANS,float,0.58,3-6m,,,
asset,AFS Bond 6566,3463103.06,0.0429,48,AFS,float,0.51,<1m,,,
asset,Mortgage 6567,1885619.38,0.0515,360,LOANS,float,0.3,<1m,,,
asset,Loan 6568,1641849.46,0.0333,34,LOANS,fixed,0.0,1-3m,,,
asset,AFS Bond 6569,1139887.63,0.0255,62,AFS,fixed,0.0,6-12m,,,
asset,AFS Bond 6570,5473442.95,0.0202,33,AFS,fixed,0.0,3-5y,,,-0.4518
asset,Mortgage 6571,2612852.26,0.0383,231,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 6572,1558931.15,0.0304,65,LOANS,fixed,0.0,5+y,,,
asset,Loan 6573,1980668.34,0.0683,13,LOANS,fixed,0.0,1-3y,,,
asset,Cash,1206065.35,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6575,3441159.25,0.0667,38,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6576,1804499.84,0.0557,168,LOANS,float,0.88,1-3y,,,
asset,Loan 6577,2477622.41,0.0756,76,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6578,2799459.24,0.0794,47,LOANS,fixed,0.0,<1m,,,
asset,Loan 6579,2565146.8,0.0482,52,LOANS,float,0.44,<1m,,,
asset,Loan 6580,652073.15,0.0356,39,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6581,3882902.43,0.05,66,LOANS,float,0.31,3-5y,,,
asset,AFS Bond 6582,7444769.33,0.0454,45,AFS,fixed,0.0,1-3m,,,-0.4732
asset,AFS Bond 6583,6711512.23,0.0581,52,AFS,float,0.49,6-12m,,,0.1072
asset,AFS Bond 6584,7897697.61,0.0187,63,AFS,float,0.71,3-6m,,,-0.3359
asset,Loan 6585,332899.28,0.0478,37,LOANS,float,0.72,1-3y,,,
asset,Loan 6586,1432445.24,0.05,17,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 6587,1698966.2,0.0654,164,LOANS,float,0.59,<1m,,,
asset,Loan 6588,403937.83,0.0515,13,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 6589,4088173.89,0.0317,154,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 6590,1824604.36,0.0677,315,LOANS,float,0.81,6-12m,,,
asset,Loan 6591,3173777.98,0.0563,31,LOANS,float,0.81,3-5y,,,
asset,Loan 6592,2300247.28,0.0527,13,LOANS,float,0.51,3-5y,,,
asset,AFS Bond 6593,5496748.19,0.0419,47,AFS,float,0.64,3-5y,,,0.251
asset,AFS Bond 6594,4852526.94,0.0334,82,AFS,float,0.77,3-6m,,,-0.3893
asset,Mortgage 6595,4653613.18,0.0271,246,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 6596,888475.79,0.0223,38,AFS,fixed,0.0,3-5y,,,-0.1323
asset,Cash,1135963.75,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6598,1832231.49,0.0434,60,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6599,5578567.2,0.0349,167,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6600,2157077.5,0.041,39,LOANS,fixed,0.0,5+y,,,
asset,Loan 6601,3830348.61,0.0719,8,LOANS,fixed,0.0,5+y,,,
asset,Loan 6602,1417015.5,0.0436,56,LOANS,fixed,0.0,5+y,,,
asset,Cash,1866488.1,0.0,0,CASH,float,1.0,<1m,,,
asset,Mortgage 6604,4893807.48,0.0644,240,LOANS,float,0.82,3-6m,,,
asset,Loan 6605,1672535.37,0.0855,7,LOANS,float,0.76,3-6m,,,
asset,Cash,2059350.76,0.0,0,CASH,float,1.0,<1m,,,
asset,Mortgage 6607,1268909.76,0.0279,355,LOANS,float,0.75,1-3m,,,
asset,Cash,1491927.95,0.0,0,CASH,float,1.0,<1m,,,
asset,AFS Bond 6609,6697656.52,0.0435,70,AFS,float,0.91,1-3y,,,
asset,Loan 6610,572237.14,0.054,29,LOANS,float,0.86,1-3y,,,
asset,Loan 6611,3829197.28,0.0741,46,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 6612,4734020.89,0.0413,108,LOANS,float,0.81,6-12m,,,
asset,AFS Bond 6613,7495970.29,0.0255,26,AFS,float,0.31,6-12m,,,0.2169
asset,AFS Bond 6614,5790872.03,0.0553,50,AFS,fixed,0.0,<1m,,,-0.0163
asset,Loan 6615,2558038.93,0.0782,62,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 6616,2133962.97,0.0655,322,LOANS,float,0.71,5+y,,,
asset,Loan 6617,3737974.02,0.0605,50,LOANS,fixed,0.0,5+y,,,
asset,Mortgage 6618,4705798.03,0.0632,211,LOANS,fixed,0.0,1-3y,,,
asset,AFS Bond 6619,4420350.8,0.0435,45,AFS,float,0.37,6-12m,,,-0.1519
asset,Cash,724665.88,0.0,0,CASH,float,1.0,<1m,,,
asset,Mortgage 6621,5297687.77,0.0654,355,LOANS,float,0.54,5+y,,,
asset,Loan 6622,3186335.25,0.0494,26,LOANS,float,0.63,1-3m,,,
asset,Mortgage 6623,5675070.59,0.03,92,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6624,2409760.18,0.0207,180,LOANS,float,0.79,1-3m,,,
asset,Loan 6625,2567730.66,0.0887,82,LOANS,float,0.53,<1m,,,
asset,Loan 6626,3634359.95,0.0693,70,LOANS,fixed,0.0,3-6m,,,
asset,Loan 6627,3541770.82,0.09,64,LOANS,float,0.77,3-6m,,,
asset,Loan 6628,1477279.09,0.0767,54,LOANS,float,0.84,5+y,,,
asset,Cash,1433946.66,0.0,0,CASH,float,1.0,<1m,,,
asset,AFS Bond 6630,2044819.88,0.0349,56,AFS,float,0.51,<1m,,,0.1444
asset,Mortgage 6631,4529520.6,0.0247,248,LOANS,float,0.76,1-3y,,,
asset,AFS Bond 6632,7929295.29,0.0212,69,AFS,fixed,0.0,<1m,,,-0.0615
asset,Loan 6633,2076920.8,0.0594,46,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 6634,2364403.66,0.057,226,LOANS,fixed,0.0,<1m,,,
asset,Loan 6635,3437753.87,0.0316,21,LOANS,fixed,0.0,5+y,,,
asset,Loan 6636,2734401.11,0.0341,12,LOANS,fixed,0.0,<1m,,,
asset,Loan 6637,691110.27,0.0784,65,LOANS,float,0.77,3-6m,,,
asset,Mortgage 6638,1466219.26,0.0357,109,LOANS,float,0.6,1-3y,,,
asset,AFS Bond 6639,2555687.23,0.0208,29,AFS,fixed,0.0,3-5y,,,
asset,Loan 6640,1178701.06,0.0782,39,LOANS,fixed,0.0,5+y,,,
asset,AFS Bond 6641,6121485.58,0.0379,69,AFS,fixed,0.0,<1m,,,
asset,Mortgage 6642,3306713.82,0.0522,158,LOANS,float,0.51,6-12m,,,
asset,Mortgage 6643,1817920.28,0.0337,91,LOANS,float,0.68,1-3m,,,
asset,Loan 6644,3536161.58,0.0678,61,LOANS,float,0.48,1-3y,,,
asset,Mortgage 6645,5609232.32,0.0201,352,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6646,3178055.88,0.0764,72,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6647,296766.97,0.0828,32,LOANS,fixed,0.0,5+y,,,
asset,Cash,1911773.55,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6649,1076207.62,0.0564,11,LOANS,float,0.81,1-3y,,,
asset,Loan 6650,3595575.72,0.0312,71,LOANS,fixed,0.0,3-5y,,,
asset,Cash,1034519.61,0.0,0,CASH,float,1.0,<1m,,,
asset,AFS Bond 6652,4262092.85,0.058,25,AFS,float,0.49,6-12m,,,
asset,Loan 6653,1795613.48,0.0379,41,LOANS,float,0.59,1-3y,,,
asset,AFS Bond 6654,1315942.88,0.0544,64,AFS,float,0.87,1-3y,,,
asset,Loan 6655,1288114.32,0.0496,68,LOANS,float,0.36,3-5y,,,
asset,Mortgage 6656,3003988.32,0.0519,336,LOANS,float,0.21,5+y,,,
asset,AFS Bond 6657,1468755.4,0.0458,7,AFS,fixed,0.0,3-5y,,,
asset,Loan 6658,2791347.06,0.0403,59,LOANS,float,0.58,3-5y,,,
asset,Loan 6659,3210614.91,0.0383,46,LOANS,float,0.5,1-3m,,,
asset,Loan 6660,760288.06,0.0409,21,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6661,593278.05,0.0674,46,LOANS,fixed,0.0,5+y,,,
asset,Loan 6662,1024807.27,0.0883,25,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6663,745823.33,0.0483,40,LOANS,fixed,0.0,<1m,,,
asset,AFS Bond 6664,7106952.05,0.0532,77,AFS,fixed,0.0,1-3y,,,
asset,AFS Bond 6665,5506165.66,0.0264,27,AFS,float,0.68,3-5y,,,0.1444
asset,Loan 6666,2805903.11,0.0415,70,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6667,3066412.04,0.0892,83,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 6668,1405413.77,0.0454,320,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6669,3759407.37,0.0844,35,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 6670,5696426.44,0.0472,16,AFS,fixed,0.0,5+y,,,-0.3598
asset,Loan 6671,2715641.32,0.0795,25,LOANS,float,0.51,6-12m,,,
asset,Loan 6672,394828.8,0.0458,38,LOANS,float,0.76,1-3m,,,
asset,AFS Bond 6673,5432210.97,0.0426,33,AFS,float,0.44,6-12m,,,
asset,Loan 6674,3466766.12,0.0519,73,LOANS,fixed,0.0,1-3m,,,
asset,AFS Bond 6675,3784605.1,0.0271,24,AFS,fixed,0.0,3-5y,,,0.2292
asset,Loan 6676,3637500.5,0.0897,57,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6677,2662834.76,0.063,64,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6678,1851896.68,0.0699,70,LOANS,float,0.73,3-6m,,,
asset,Mortgage 6679,3208826.84,0.0443,222,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 6680,2197140.5,0.03,70,AFS,fixed,0.0,1-3m,,,
asset,Loan 6681,3886949.63,0.088,37,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 6682,5960373.11,0.0496,88,LOANS,float,0.75,3-6m,,,
asset,Loan 6683,2979343.98,0.0707,19,LOANS,float,0.47,1-3y,,,
asset,Loan 6684,3768625.71,0.0832,25,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 6685,1219582.0,0.0503,336,LOANS,float,0.31,<1m,,,
asset,AFS Bond 6686,6481777.75,0.0309,39,AFS,fixed,0.0,3-5y,,,0.0642
asset,Loan 6687,1927285.1,0.0556,63,LOANS,float,0.7,1-3m,,,
asset,Loan 6688,2008446.79,0.0736,14,LOANS,fixed,0.0,<1m,,,
asset,Loan 6689,2624633.63,0.05,43,LOANS,float,0.52,6-12m,,,
asset,Loan 6690,625148.63,0.0834,44,LOANS,float,0.7,3-6m,,,
asset,Mortgage 6691,4947544.87,0.0595,311,LOANS,fixed,0.0,<1m,,,
asset,Mortgage 6692,3441004.2,0.0446,180,LOANS,fixed,0.0,<1m,,,
asset,AFS Bond 6693,7828070.14,0.0593,34,AFS,fixed,0.0,3-5y,,,
asset,Mortgage 6694,1009685.79,0.066,174,LOANS,fixed,0.0,3-6m,,,
asset,Loan 6695,2227076.15,0.0783,46,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6696,2801591.02,0.0896,84,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6697,3153729.49,0.0438,30,LOANS,fixed,0.0,5+y,,,
asset,Loan 6698,982028.89,0.0796,62,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6699,773829.13,0.0727,9,LOANS,float,0.76,5+y,,,
asset,AFS Bond 6700,4631228.68,0.0382,84,AFS,fixed,0.0,1-3y,,,
asset,Loan 6701,1586924.2,0.0809,28,LOANS,float,0.36,3-5y,,,
asset,Mortgage 6702,5373791.14,0.044,133,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6703,3245158.21,0.0698,79,LOANS,float,0.35,<1m,,,
asset,Mortgage 6704,3097747.78,0.0216,347,LOANS,float,0.78,6-12m,,,
asset,AFS Bond 6705,7308483.16,0.0496,55,AFS,fixed,0.0,1-3y,,,
asset,Loan 6706,2371420.73,0.0454,65,LOANS,float,0.54,3-5y,,,
asset,Loan 6707,2526844.67,0.0623,38,LOANS,float,0.79,3-6m,,,
asset,AFS Bond 6708,4899536.31,0.0204,19,AFS,float,0.36,3-6m,,,0.3553
asset,Loan 6709,832615.4,0.0767,47,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 6710,2214162.18,0.0481,73,AFS,fixed,0.0,6-12m,,,-0.2315
asset,Loan 6711,2112013.08,0.0405,8,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6712,2980573.59,0.0856,68,LOANS,fixed,0.0,3-5y,,,
asset,AFS Bond 6713,3292489.16,0.0202,27,AFS,float,0.89,6-12m,,,0.0752
asset,AFS Bond 6714,5972695.45,0.057,36,AFS,fixed,0.0,<1m,,,
asset,AFS Bond 6715,5757970.61,0.025,55,AFS,fixed,0.0,6-12m,,,-0.0269
asset,Cash,661259.26,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 6717,1955648.11,0.0754,62,LOANS,float,0.29,6-12m,,,
asset,Loan 6718,2372961.08,0.072,30,LOANS,float,0.22,3-5y,,,
asset,AFS Bond 6719,7644822.02,0.0563,62,AFS,float,0.75,3-6m,,,
asset,AFS Bond 6720,6138744.03,0.0426,39,AFS,fixed,0.0,3-5y,,,0.136
asset,Mortgage 6721,5772174.08,0.0591,208,LOANS,float,0.27,5+y,,,
asset,Cash,1992726.74,0.0,0,CASH,float,1.0,<1m,,,
asset,Mortgage 6723,3824561.75,0.0582,259,LOANS,float,0.73,5+y,,,
asset,Loan 6724,1117446.02,0.0796,75,LOANS,fixed,0.0,<1m,,,
asset,Loan 6725,248823.66,0.0319,20,LOANS,float,0.58,5+y,,,
asset,Loan 6726,3925558.95,0.0739,67,LOANS,fixed,0.0,3-5y,,,
asset,Loan 6727,2429973.77,0.0591,32,LOANS,fixed,0.0,1-3m,,,
asset,Loan 6728,414890.77,0.0609,35,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 6729,1804483.57,0.0686,249,LOANS,float,0.65,3-6m,,,
asset,Mortgage 6730,2750076.92,0.0684,142,LOANS,float,0.84,6-12m,,,
asset,Loan 6731,2078296.34,0.066,43,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 6732,6623354.03,0.0478,15,AFS,float,0.95,6-12m,,,
asset,Loan 6733,1750540.85,0.0535,79,LOANS,float,0.51,3-5y,,,
asset,Loan 6734,3495755.25,0.0709,66,LOANS,float,0.28,6-12m,,,
asset,Mortgage 6735,3659380.8,0.0283,347,LOANS,float,0.46,1-3m,,,
asset,Loan 6736,2938038.07,0.0814,9,LOANS,fixed,0.0,1-3y,,,
asset,Loan 6737,3466298.4,0.0596,82,LOANS,fixed,0.0,<1m,,,
asset,Loan 6738,3934499.23,0.0406,26,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6739,3232482.7,0.0878,52,LOANS,fixed,0.0,6-12m,,,
asset,Loan 6740,327689.5,0.0876,47,LOANS,float,0.32,5+y,,,
asset,AFS Bond 6741,1266249.09,0.024,70,AFS,float,0.59,5+y,,,
