type,name,amount,rate,duration,category,fixed_float,float_share,repricing_bucket,deposit_beta,stability,convexity
asset,Loan 737,2033626.06,0.0593,82,LOANS,fixed,0.0,3-5y,,,
asset,Loan 738,2976999.58,0.0646,13,LOANS,fixed,0.0,5+y,,,
asset,Loan 739,3543211.51,0.0561,35,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 740,4011508.17,0.0206,328,LOANS,float,0.24,<1m,,,
asset,Loan 741,2346669.0,0.0496,25,LOANS,fixed,0.0,<1m,,,
asset,Mortgage 742,5986836.52,0.0686,173,LOANS,fixed,0.0,6-12m,,,
asset,Loan 743,1698425.13,0.0379,66,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 744,3740762.03,0.0331,126,LOANS,float,0.55,5+y,,,
asset,Loan 745,2325325.47,0.0593,77,LOANS,fixed,0.0,1-3y,,,
asset,Cash,1358194.68,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 747,1211776.94,0.0558,20,LOANS,fixed,0.0,3-5y,,,
asset,Loan 748,1588017.05,0.0414,9,LOANS,float,0.62,5+y,,,
asset,Loan 749,3953077.28,0.067,62,LOANS,float,0.64,<1m,,,
asset,AFS Bond 750,2251171.98,0.0458,16,AFS,fixed,0.0,<1m,,,
asset,Mortgage 751,2215241.55,0.0511,207,LOANS,fixed,0.0,<1m,,,
asset,Loan 752,3256266.94,0.0483,32,LOANS,float,0.22,3-5y,,,
asset,Loan 753,974445.14,0.0614,24,LOANS,float,0.58,3-5y,,,
asset,Mortgage 754,1091942.56,0.0492,190,LOANS,fixed,0.0,1-3m,,,
asset,Loan 755,962645.02,0.0718,7,LOANS,float,0.24,<1m,,,
asset,Loan 756,1230979.44,0.0811,8,LOANS,float,0.8,3-6m,,,
asset,AFS Bond 757,5370583.59,0.0254,18,AFS,float,0.66,3-6m,,,-0.2985
asset,Loan 758,2469004.35,0.0353,70,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 759,4562345.95,0.022,261,LOANS,float,0.43,3-5y,,,
asset,Loan 760,1517763.63,0.0511,70,LOANS,float,0.37,3-6m,,,
asset,AFS Bond 761,5193442.73,0.0545,77,AFS,fixed,0.0,3-6m,,,
asset,Loan 762,1498787.38,0.0536,17,LOANS,fixed,0.0,3-5y,,,
asset,Loan 763,3850301.64,0.0667,59,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 764,3132324.99,0.0356,127,LOANS,float,0.51,1-3m,,,
asset,Mortgage 765,3905153.5,0.0542,130,LOANS,fixed,0.0,3-6m,,,
asset,Mortgage 766,5493215.85,0.0655,134,LOANS,float,0.9,3-5y,,,
asset,AFS Bond 767,7378340.91,0.0293,29,AFS,fixed,0.0,3-6m,,,-0.1468
asset,AFS Bond 768,1591421.23,0.0163,58,AFS,float,0.92,6-12m,,,
asset,Loan 769,3033316.97,0.0793,30,LOANS,float,0.31,<1m,,,
asset,Loan 770,299553.24,0.0892,84,LOANS,float,0.62,1-3m,,,
asset,Mortgage 771,2154561.89,0.0213,304,LOANS,fixed,0.0,1-3m,,,
asset,Loan 772,2497904.69,0.0727,55,LOANS,float,0.33,6-12m,,,
asset,Loan 773,822388.23,0.0436,7,LOANS,float,0.74,3-6m,,,
asset,Cash,634130.11,0.0,0,CASH,float,1.0,<1m,,,
asset,Mortgage 775,2014167.88,0.0302,284,LOANS,fixed,0.0,5+y,,,
asset,Mortgage 776,4439313.52,0.0633,278,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 777,5059474.68,0.0521,79,AFS,float,0.58,1-3y,,,
asset,Loan 778,2637296.53,0.0722,72,LOANS,fixed,0.0,<1m,,,
asset,Loan 779,3342638.39,0.0325,72,LOANS,fixed,0.0,1-3y,,,
asset,Loan 780,2993646.31,0.0635,30,LOANS,fixed,0.0,3-6m,,,
asset,Loan 781,3560710.79,0.0764,60,LOANS,float,0.52,3-6m,,,
asset,Mortgage 782,1272733.33,0.0458,297,LOANS,fixed,0.0,5+y,,,
asset,Mortgage 783,1452204.04,0.045,359,LOANS,fixed,0.0,3-5y,,,
asset,Loan 784,1693653.52,0.0494,28,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 785,4563171.96,0.0301,225,LOANS,float,0.26,3-5y,,,
asset,Mortgage 786,4557348.73,0.0282,106,LOANS,fixed,0.0,<1m,,,
asset,Mortgage 787,4170362.09,0.0243,321,LOANS,float,0.71,1-3y,,,
asset,AFS Bond 788,3340089.74,0.0321,48,AFS,fixed,0.0,1-3y,,,
asset,AFS Bond 789,6970043.59,0.0223,28,AFS,fixed,0.0,5+y,,,0.4491
asset,Mortgage 790,3097908.46,0.0355,152,LOANS,float,0.4,<1m,,,
asset,AFS Bond 791,7703254.1,0.0152,69,AFS,float,0.31,5+y,,,-0.2479
asset,Loan 792,3268327.34,0.0665,81,LOANS,float,0.37,3-5y,,,
asset,Loan 793,1758575.19,0.0348,37,LOANS,fixed,0.0,1-3y,,,
asset,Loan 794,2588814.62,0.0792,12,LOANS,fixed,0.0,1-3m,,,
asset,Loan 795,2682452.14,0.0322,79,LOANS,fixed,0.0,5+y,,,
asset,Mortgage 796,2655555.44,0.0244,273,LOANS,fixed,0.0,1-3m,,,
asset,Loan 797,1280646.07,0.0697,64,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 798,5657399.1,0.0247,254,LOANS,float,0.43,5+y,,,
asset,Loan 799,1823830.59,0.063,21,LOANS,float,0.53,3-5y,,,
asset,AFS Bond 800,2969063.95,0.0336,32,AFS,fixed,0.0,1-3y,,,-0.3414
asset,Loan 801,2371194.89,0.0888,67,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 802,5669458.37,0.0693,222,LOANS,float,0.5,3-6m,,,
asset,Loan 803,3981092.48,0.0512,84,LOANS,fixed,0.0,1-3y,,,
asset,Loan 804,2970902.03,0.0599,84,LOANS,fixed,0.0,1-3m,,,
asset,Mortgage 805,5896288.3,0.0201,298,LOANS,fixed,0.0,3-5y,,,
asset,AFS Bond 806,6031012.82,0.0243,48,AFS,float,0.59,3-6m,,,
asset,Mortgage 807,4187517.72,0.0206,204,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 808,2808294.12,0.0378,20,AFS,float,0.84,3-5y,,,
asset,Loan 809,1704987.44,0.0641,28,LOANS,fixed,0.0,1-3m,,,
asset,Loan 810,1484160.05,0.0703,23,LOANS,float,0.76,6-12m,,,
asset,Loan 811,1950348.16,0.0819,58,LOANS,float,0.52,3-5y,,,
asset,Loan 812,2180078.25,0.0639,8,LOANS,float,0.59,1-3m,,,
asset,Mortgage 813,2658596.46,0.0658,136,LOANS,float,0.25,3-6m,,,
asset,AFS Bond 814,3043643.13,0.0319,79,AFS,fixed,0.0,1-3y,,,
asset,Loan 815,2461729.09,0.0819,46,LOANS,float,0.69,3-5y,,,
asset,Loan 816,1772704.36,0.0598,53,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 817,2769715.29,0.0386,20,AFS,fixed,0.0,3-6m,,,-0.2962
asset,AFS Bond 818,6333427.94,0.0561,67,AFS,float,0.65,1-3y,,,-0.2128
asset,Loan 819,1492440.44,0.059,24,LOANS,float,0.74,5+y,,,
asset,AFS Bond 820,6666038.88,0.0572,32,AFS,fixed,0.0,3-5y,,,-0.3229
asset,Loan 821,1672835.22,0.0819,6,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 822,5652892.48,0.0417,48,AFS,fixed,0.0,6-12m,,,
asset,AFS Bond 823,1273271.22,0.0495,45,AFS,float,0.32,3-5y,,,0.2626
asset,AFS Bond 824,2906602.77,0.0237,62,AFS,float,0.67,3-5y,,,-0.0456
asset,Loan 825,767418.75,0.0464,77,LOANS,fixed,0.0,1-3y,,,
asset,Loan 826,2261609.11,0.063,42,LOANS,float,0.3,1-3y,,,
asset,Loan 827,470722.91,0.0668,12,LOANS,float,0.58,1-3m,,,
asset,Loan 828,3632511.15,0.033,60,LOANS,float,0.24,6-12m,,,
asset,Loan 829,2465261.18,0.0656,45,LOANS,float,0.63,3-6m,,,
asset,AFS Bond 830,5846740.14,0.0452,65,AFS,fixed,0.0,1-3y,,,-0.2757
asset,Loan 831,3288833.87,0.0852,45,LOANS,float,0.27,3-5y,,,
asset,Mortgage 832,4832467.48,0.0435,133,LOANS,fixed,0.0,5+y,,,
asset,AFS Bond 833,2435395.74,0.0314,48,AFS,fixed,0.0,5+y,,,0.3638
asset,AFS Bond 834,2935708.16,0.0369,66,AFS,fixed,0.0,<1m,,,
asset,Loan 835,1952718.4,0.0402,22,LOANS,float,0.62,1-3y,,,
asset,Loan 836,3306700.99,0.0778,15,LOANS,float,0.59,5+y,,,
asset,Loan 837,1951704.44,0.0654,37,LOANS,fixed,0.0,1-3y,,,
asset,Loan 838,2033023.69,0.034,81,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 839,3765152.81,0.0504,28,AFS,fixed,0.0,3-5y,,,
asset,Mortgage 840,4696835.22,0.0556,297,LOANS,float,0.28,3-6m,,,
asset,Mortgage 841,5110115.26,0.0288,115,LOANS,float,0.25,3-5y,,,
asset,AFS Bond 842,6285075.34,0.0321,13,AFS,float,0.75,<1m,,,-0.0196
asset,Loan 843,727883.6,0.0648,24,LOANS,fixed,0.0,3-5y,,,
asset,Loan 844,2218772.12,0.0534,46,LOANS,float,0.34,3-6m,,,
asset,Mortgage 845,5566021.33,0.0352,236,LOANS,float,0.7,<1m,,,
asset,Mortgage 846,4057453.78,0.0455,210,LOANS,fixed,0.0,<1m,,,
asset,Loan 847,2285763.52,0.0332,42,LOANS,float,0.28,5+y,,,
asset,Loan 848,1840518.9,0.0654,57,LOANS,float,0.7,6-12m,,,
asset,Loan 849,1002621.08,0.0404,30,LOANS,fixed,0.0,1-3y,,,
asset,Loan 850,3713031.76,0.0804,42,LOANS,fixed,0.0,5+y,,,
asset,Mortgage 851,1671387.24,0.0236,133,LOANS,fixed,0.0,3-5y,,,
asset,AFS Bond 852,5434450.23,0.0589,16,AFS,fixed,0.0,1-3m,,,-0.3665
asset,Mortgage 853,3079277.33,0.0428,292,LOANS,float,0.64,1-3y,,,
asset,Loan 854,3316271.41,0.0531,29,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 855,3889692.5,0.0623,316,LOANS,fixed,0.0,3-6m,,,
asset,Loan 856,2275431.79,0.052,78,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 857,1565821.85,0.0441,132,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 858,5917895.49,0.0692,100,LOANS,float,0.53,1-3y,,,
asset,AFS Bond 859,1163347.63,0.0363,75,AFS,fixed,0.0,5+y,,,
asset,Mortgage 860,4065195.57,0.0652,300,LOANS,fixed,0.0,6-12m,,,
asset,Loan 861,1983083.09,0.074,43,LOANS,float,0.45,3-6m,,,
asset,Loan 862,2841194.42,0.0659,78,LOANS,float,0.71,3-6m,,,
asset,Loan 863,1998010.02,0.0401,43,LOANS,fixed,0.0,5+y,,,
asset,Mortgage 864,1136490.44,0.0442,318,LOANS,fixed,0.0,<1m,,,
asset,AFS Bond 865,2583865.98,0.021,38,AFS,float,0.49,<1m,,,
asset,Mortgage 866,4019107.7,0.0655,288,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 867,2459394.41,0.0465,73,AFS,float,0.43,5+y,,,0.4865
asset,Loan 868,3939472.3,0.088,69,LOANS,fixed,0.0,5+y,,,
asset,Cash,1948882.69,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 870,1872703.03,0.0683,79,LOANS,fixed,0.0,3-5y,,,
asset,AFS Bond 871,907443.4,0.0269,12,AFS,fixed,0.0,1-3m,,,0.1419
asset,Loan 872,2009681.38,0.0586,54,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 873,3372947.9,0.0273,289,LOANS,float,0.21,6-12m,,,
asset,Mortgage 874,5808813.61,0.0541,109,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 875,5780918.28,0.0416,196,LOANS,float,0.43,5+y,,,
asset,Loan 876,2686504.47,0.0535,81,LOANS,fixed,0.0,5+y,,,
asset,Loan 877,1482145.09,0.0714,46,LOANS,fixed,0.0,1-3y,,,
asset,Loan 878,232209.43,0.0341,19,LOANS,float,0.27,3-5y,,,
asset,Loan 879,1033782.04,0.047,10,LOANS,fixed,0.0,<1m,,,
asset,Mortgage 880,1284409.56,0.0497,122,LOANS,fixed,0.0,3-5y,,,
asset,Cash,307327.3,0.0,0,CASH,float,1.0,<1m,,,
asset,Mortgage 882,2879792.2,0.0582,116,LOANS,fixed,0.0,3-5y,,,
asset,Loan 883,1319360.74,0.0696,64,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 884,5691661.19,0.045,15,AFS,float,0.48,3-6m,,,-0.2323
asset,AFS Bond 885,3370992.52,0.03,39,AFS,fixed,0.0,5+y,,,-0.2452
asset,Loan 886,1874184.36,0.0595,84,LOANS,fixed,0.0,6-12m,,,
asset,Loan 887,2069817.72,0.0386,19,LOANS,float,0.35,6-12m,,,
asset,Mortgage 888,1516435.58,0.0236,69,LOANS,float,0.74,6-12m,,,
asset,Loan 889,2633274.02,0.086,48,LOANS,float,0.39,6-12m,,,
asset,Mortgage 890,3576915.01,0.067,266,LOANS,float,0.53,5+y,,,
asset,Mortgage 891,5061378.27,0.0235,61,LOANS,fixed,0.0,6-12m,,,
asset,Cash,2063143.98,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 893,2355526.76,0.0861,44,LOANS,float,0.43,6-12m,,,
asset,Loan 894,3988660.03,0.0688,49,LOANS,float,0.57,<1m,,,
asset,AFS Bond 895,6203398.11,0.028,28,AFS,fixed,0.0,1-3y,,,0.362
asset,Loan 896,1659821.97,0.0415,51,LOANS,float,0.83,6-12m,,,
asset,Loan 897,2604606.82,0.0741,10,LOANS,fixed,0.0,1-3m,,,
asset,Loan 898,3986257.53,0.0443,75,LOANS,float,0.24,3-5y,,,
asset,Loan 899,2228972.18,0.0801,8,LOANS,float,0.88,<1m,,,
asset,Loan 900,1483330.7,0.0733,72,LOANS,float,0.28,6-12m,,,
asset,AFS Bond 901,7026500.22,0.0391,15,AFS,fixed,0.0,<1m,,,-0.1898
asset,Mortgage 902,3444473.57,0.021,184,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 903,1071826.02,0.0516,109,LOANS,float,0.77,6-12m,,,
asset,Mortgage 904,5176760.78,0.0232,118,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 905,4078142.64,0.0232,278,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 906,7866445.65,0.0455,79,AFS,float,0.38,1-3y,,,-0.437
asset,Loan 907,3378422.95,0.0776,81,LOANS,fixed,0.0,1-3m,,,
asset,Loan 908,658832.86,0.0385,53,LOANS,float,0.32,1-3y,,,
asset,Loan 909,1125849.52,0.0649,18,LOANS,fixed,0.0,5+y,,,
asset,AFS Bond 910,5093311.29,0.05,68,AFS,fixed,0.0,<1m,,,
asset,Loan 911,881768.85,0.0353,66,LOANS,float,0.49,3-5y,,,
asset,Loan 912,743733.87,0.0463,28,LOANS,float,0.49,1-3y,,,
asset,Mortgage 913,3981359.85,0.0559,214,LOANS,fixed,0.0,3-6m,,,
asset,Loan 914,2319299.53,0.0415,52,LOANS,fixed,0.0,5+y,,,
asset,AFS Bond 915,4547921.2,0.0249,41,AFS,fixed,0.0,<1m,,,0.3988
asset,Loan 916,3227129.29,0.0711,26,LOANS,float,0.55,3-5y,,,
asset,AFS Bond 917,905207.11,0.0314,61,AFS,fixed,0.0,3-6m,,,-0.2557
asset,Loan 918,3259583.96,0.0755,19,LOANS,fixed,0.0,3-5y,,,
asset,Loan 919,2241970.43,0.0395,68,LOANS,fixed,0.0,1-3y,,,
asset,Loan 920,3601300.86,0.0733,47,LOANS,float,0.49,1-3m,,,
asset,AFS Bond 921,2945991.69,0.0194,54,AFS,float,0.91,1-3m,,,
asset,Loan 922,2423350.58,0.0333,84,LOANS,float,0.3,6-12m,,,
asset,Loan 923,1619243.31,0.0575,51,LOANS,fixed,0.0,3-6m,,,
asset,Loan 924,683404.71,0.0715,41,LOANS,fixed,0.0,1-3m,,,
asset,Loan 925,1969030.32,0.0551,43,LOANS,float,0.35,1-3y,,,
asset,Loan 926,3219348.52,0.0872,79,LOANS,fixed,0.0,1-3y,,,
asset,AFS Bond 927,1148557.49,0.0536,33,AFS,float,0.9,1-3y,,,
asset,Loan 928,1958499.08,0.0309,37,LOANS,float,0.72,1-3m,,,
asset,Loan 929,2401974.71,0.0835,79,LOANS,fixed,0.0,<1m,,,
asset,Loan 930,368051.94,0.0895,60,LOANS,fixed,0.0,1-3y,,,
asset,Loan 931,3276922.78,0.0718,63,LOANS,fixed,0.0,6-12m,,,
asset,Loan 932,2322250.47,0.0307,22,LOANS,float,0.86,3-6m,,,
asset,Loan 933,2661032.75,0.0354,26,LOANS,float,0.67,3-5y,,,
asset,Loan 934,2367447.03,0.065,23,LOANS,float,0.52,5+y,,,
asset,Mortgage 935,1924728.69,0.0636,60,LOANS,float,0.69,5+y,,,
asset,Mortgage 936,2924396.34,0.0545,211,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 937,5735412.38,0.0426,16,AFS,fixed,0.0,1-3y,,,
asset,AFS Bond 938,6018205.89,0.0175,20,AFS,float,0.92,6-12m,,,0.4244
asset,Loan 939,2552707.11,0.0519,77,LOANS,fixed,0.0,3-5y,,,
asset,Loan 940,2895481.12,0.0423,20,LOANS,float,0.37,3-5y,,,
asset,Loan 941,3768762.14,0.0648,34,LOANS,fixed,0.0,3-6m,,,
asset,Loan 942,1215959.84,0.0708,53,LOANS,float,0.24,3-6m,,,
asset,Loan 943,2105510.36,0.0798,74,LOANS,float,0.7,3-6m,,,
asset,Loan 944,1598954.24,0.0704,30,LOANS,fixed,0.0,6-12m,,,
asset,Loan 945,1684593.51,0.0407,19,LOANS,fixed,0.0,1-3m,,,
asset,Loan 946,2848912.02,0.0598,72,LOANS,fixed,0.0,3-5y,,,
asset,Loan 947,1782839.3,0.0709,66,LOANS,fixed,0.0,3-6m,,,
asset,Loan 948,3003295.13,0.0313,14,LOANS,fixed,0.0,<1m,,,
asset,AFS Bond 949,2242460.48,0.0576,49,AFS,float,0.59,3-5y,,,
asset,Mortgage 950,2631532.07,0.0497,350,LOANS,float,0.52,1-3m,,,
asset,AFS Bond 951,2798712.54,0.0505,67,AFS,fixed,0.0,3-6m,,,
asset,Cash,1947399.37,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 953,1541859.4,0.0574,26,LOANS,fixed,0.0,3-5y,,,
asset,Loan 954,892665.94,0.0405,26,LOANS,fixed,0.0,1-3m,,,
asset,Loan 955,3976337.54,0.0645,29,LOANS,float,0.38,1-3m,,,
asset,Mortgage 956,1173445.44,0.0358,289,LOANS,float,0.3,1-3y,,,
asset,Cash,1380743.1,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 958,294715.78,0.0859,64,LOANS,fixed,0.0,3-6m,,,
asset,Loan 959,3886570.62,0.0628,43,LOANS,float,0.65,6-12m,,,
asset,AFS Bond 960,7772041.68,0.0489,78,AFS,fixed,0.0,3-5y,,,
asset,AFS Bond 961,3815791.51,0.046,23,AFS,float,0.93,3-5y,,,0.4586
asset,Mortgage 962,2540411.0,0.0401,288,LOANS,fixed,0.0,3-6m,,,
asset,Loan 963,409127.82,0.0685,41,LOANS,fixed,0.0,1-3m,,,
asset,Loan 964,2245966.72,0.0567,71,LOANS,fixed,0.0,6-12m,,,
asset,Loan 965,1407479.69,0.0663,52,LOANS,fixed,0.0,6-12m,,,
asset,Loan 966,3444455.47,0.0522,50,LOANS,float,0.21,3-6m,,,
asset,Loan 967,1893188.96,0.0637,62,LOANS,fixed,0.0,3-5y,,,
asset,Cash,2028845.21,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 969,3261556.58,0.0882,59,LOANS,float,0.71,1-3m,,,
asset,AFS Bond 970,4984517.8,0.0215,73,AFS,float,0.63,3-6m,,,0.1896
asset,Loan 971,3848362.13,0.0754,6,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 972,2366644.29,0.0287,130,LOANS,float,0.7,1-3m,,,
asset,Loan 973,1650724.22,0.0632,44,LOANS,fixed,0.0,5+y,,,
asset,Mortgage 974,3470502.43,0.057,73,LOANS,fixed,0.0,5+y,,,
asset,Loan 975,1198172.69,0.0874,42,LOANS,float,0.29,6-12m,,,
asset,Loan 976,3645814.15,0.0687,21,LOANS,fixed,0.0,5+y,,,
asset,Loan 977,3978465.23,0.034,78,LOANS,float,0.61,6-12m,,,
asset,AFS Bond 978,5209970.36,0.0364,53,AFS,fixed,0.0,1-3y,,,0.068
asset,Mortgage 979,1087725.4,0.033,134,LOANS,fixed,0.0,3-6m,,,
asset,Loan 980,2834475.57,0.0514,40,LOANS,fixed,0.0,3-6m,,,
asset,Loan 981,3665997.56,0.0514,15,LOANS,float,0.4,1-3y,,,
asset,Loan 982,2586513.82,0.0759,75,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 983,6701164.97,0.0458,52,AFS,float,0.49,<1m,,,-0.3066
asset,Loan 984,1536191.6,0.0386,72,LOANS,fixed,0.0,3-6m,,,
asset,Loan 985,2042616.29,0.0504,19,LOANS,fixed,0.0,1-3m,,,
asset,Loan 986,1040231.31,0.0413,59,LOANS,fixed,0.0,6-12m,,,
asset,AFS Bond 987,1374242.38,0.0209,67,AFS,fixed,0.0,3-6m,,,-0.1937
asset,Loan 988,1577760.55,0.079,44,LOANS,float,0.32,<1m,,,
asset,Mortgage 989,1592984.45,0.0264,176,LOANS,fixed,0.0,3-6m,,,
asset,Loan 990,694829.36,0.0347,15,LOANS,fixed,0.0,<1m,,,
asset,AFS Bond 991,6180005.26,0.0169,10,AFS,fixed,0.0,5+y,,,
asset,Mortgage 992,3965880.86,0.0435,214,LOANS,float,0.23,3-5y,,,
asset,Loan 993,566713.68,0.0374,81,LOANS,fixed,0.0,1-3m,,,
asset,Loan 994,1535827.93,0.0354,50,LOANS,float,0.86,3-6m,,,
asset,Loan 995,2102410.78,0.0737,70,LOANS,fixed,0.0,1-3y,,,
asset,Loan 996,3314428.72,0.0758,30,LOANS,fixed,0.0,3-6m,,,
asset,Loan 997,3065267.91,0.0303,33,LOANS,fixed,0.0,1-3y,,,
asset,AFS Bond 998,4060366.28,0.0464,62,AFS,fixed,0.0,3-5y,,,0.3046
asset,Cash,534036.49,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 1000,1642537.22,0.0429,58,LOANS,fixed,0.0,<1m,,,
asset,AFS Bond 1001,2857102.04,0.036,69,AFS,fixed,0.0,5+y,,,0.1288
asset,Loan 1002,1295430.79,0.0733,47,LOANS,fixed,0.0,6-12m,,,
asset,Loan 1003,1277723.48,0.066,62,LOANS,float,0.68,1-3m,,,
asset,Mortgage 1004,2452946.63,0.0628,95,LOANS,fixed,0.0,5+y,,,
asset,AFS Bond 1005,7543115.01,0.0315,68,AFS,fixed,0.0,3-5y,,,
asset,Loan 1006,1864621.73,0.0695,21,LOANS,fixed,0.0,1-3m,,,
asset,Loan 1007,2841141.04,0.0887,14,LOANS,fixed,0.0,3-6m,,,
asset,Cash,912715.95,0.0,0,CASH,float,1.0,<1m,,,
asset,Mortgage 1009,5953306.59,0.0261,202,LOANS,float,0.71,5+y,,,
asset,Mortgage 1010,3909593.12,0.0336,267,LOANS,float,0.45,6-12m,,,
asset,Loan 1011,760021.58,0.0573,38,LOANS,fixed,0.0,6-12m,,,
asset,Loan 1012,2587809.91,0.0381,12,LOANS,fixed,0.0,5+y,,,
asset,Loan 1013,2776808.27,0.0883,47,LOANS,float,0.62,1-3m,,,
asset,Loan 1014,2568283.95,0.0756,31,LOANS,float,0.75,3-6m,,,
asset,Mortgage 1015,3451251.8,0.0331,336,LOANS,float,0.77,1-3y,,,
asset,Loan 1016,3103066.64,0.0894,55,LOANS,fixed,0.0,6-12m,,,
asset,Loan 1017,1630078.94,0.0576,28,LOANS,fixed,0.0,1-3y,,,
asset,Mortgage 1018,4896912.35,0.0642,311,LOANS,fixed,0.0,6-12m,,,
asset,Loan 1019,2919748.12,0.0592,78,LOANS,fixed,0.0,3-5y,,,
asset,Loan 1020,2304378.82,0.0624,26,LOANS,float,0.53,1-3y,,,
asset,Loan 1021,1200885.74,0.0655,51,LOANS,float,0.63,5+y,,,
asset,Cash,869158.68,0.0,0,CASH,float,1.0,<1m,,,
asset,Loan 1023,371450.12,0.0802,80,LOANS,float,0.77,<1m,,,
asset,AFS Bond 1024,5188647.5,0.0321,51,AFS,float,0.54,6-12m,,,
asset,Loan 1025,2712712.02,0.0449,14,LOANS,float,0.61,5+y,,,
asset,Loan 1026,1482858.18,0.0312,60,LOANS,float,0.23,1-3y,,,
asset,Loan 1027,1800455.99,0.0312,46,LOANS,float,0.61,6-12m,,,
asset,Mortgage 1028,2612106.84,0.0249,165,LOANS,float,0.27,3-6m,,,
asset,Loan 1029,3283537.28,0.07,84,LOANS,fixed,0.0,3-6m,,,
asset,Loan 1030,1856766.3,0.0598,74,LOANS,fixed,0.0,1-3m,,,
asset,Loan 1031,380619.17,0.0898,17,LOANS,float,0.76,3-5y,,,
asset,AFS Bond 1032,1210502.11,0.0302,78,AFS,fixed,0.0,5+y,,,-0.1431
asset,Loan 1033,1823002.38,0.0508,44,LOANS,fixed,0.0,1-3y,,,
asset,AFS Bond 1034,3746828.63,0.0393,59,AFS,fixed,0.0,6-12m,,,0.1246
asset,Loan 1035,2158403.08,0.0703,8,LOANS,fixed,0.0,3-5y,,,
asset,Mortgage 1036,5313549.03,0.0488,299,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 1037,4495395.01,0.0426,13,AFS,float,0.95,1-3y,,,
asset,Loan 1038,1957449.4,0.0444,58,LOANS,float,0.79,3-6m,,,
asset,AFS Bond 1039,7333533.48,0.0435,42,AFS,float,0.49,3-5y,,,0.3578
asset,Loan 1040,2810048.63,0.0442,20,LOANS,fixed,0.0,1-3m,,,
asset,Loan 1041,1133229.12,0.0796,61,LOANS,float,0.54,6-12m,,,
asset,Mortgage 1042,1185018.67,0.028,74,LOANS,fixed,0.0,3-6m,,,
asset,AFS Bond 1043,2583289.94,0.0398,68,AFS,fixed,0.0,5+y,,,0.2589
asset,Loan 1044,3466419.21,0.035,58,LOANS,float,0.81,3-6m,,,
asset,Mortgage 1045,5428596.76,0.0398,180,LOANS,fixed,0.0,<1m,,,
asset,Mortgage 1046,3501242.64,0.026,106,LOANS,float,0.55,1-3m,,,
asset,Mortgage 1047,4865954.42,0.0357,180,LOANS,float,0.76,6-12m,,,
asset,Loan 1048,605893.25,0.0428,38,LOANS,float,0.51,5+y,,,
asset,Mortgage 1049,3451792.9,0.0387,222,LOANS,fixed,0.0,1-3y,,,
asset,Loan 1050,2794406.1,0.0878,52,LOANS,fixed,0.0,6-12m,,,
asset,Mortgage 1051,5106826.83,0.0211,87,LOANS,fixed,0.0,3-5y,,,
asset,AFS Bond 1052,5536989.45,0.0264,52,AFS,float,0.52,5+y,,,-0.0068
asset,Mortgage 1053,3674553.46,0.0318,261,LOANS,float,0.47,3-6m,,,
asset,Loan 1054,3758025.14,0.0754,26,LOANS,float,0.35,6-12m,,,
asset,Mortgage 1055,5397336.24,0.0583,200,LOANS,float,0.75,5+y,,,
asset,Loan 1056,3161935.39,0.0595,48,LOANS,float,0.85,3-5y,,,
asset,Loan 1057,3690475.55,0.036,39,LOANS,fixed,0.0,1-3y,,,
asset,Loan 1058,1799308.02,0.0738,9,LOANS,float,0.52,5+y,,,
asset,Loan 1059,2638051.54,0.0678,6,LOANS,fixed,0.0,6-12m,,,
asset,Loan 1060,1361080.64,0.0645,26,LOANS,fixed,0.0,1-3m,,,
